[2022-10-08 12:33:42] [INFO]: {'enable_float16': True, 'with_test': False, 'fix_BN': False, 'log_iter': 100, 'restore_ckpt_strict': True, 'optimizer_reset': False, 'scheduler_reset': False, 'restore_hint': 0, 'save_iter': 2000, 'save_name': 'baseline3d', 'sync_BN': False, 'total_iter': 40000, 'sampler': {'batch_shuffle': False, 'batch_size': [8, 16], 'frames_num_fixed': 30, 'frames_num_max': 50, 'frames_num_min': 25, 'sample_type': 'fixed_ordered', 'type': 'TripletSampler', 'frames_skip_num': 0}, 'transform': [{'img_w': 64, 'type': 'BaseSilCuttingTransform'}]}
[2022-10-08 12:33:42] [INFO]: {'model': 'Baseline3d', 'channels': [1, 32, 64, 128], 'SeparateFCs': {'in_channels': 128, 'out_channels': 256, 'parts_num': 32}, 'SeparateBNNecks': {'class_num': 74, 'in_channels': 256, 'parts_num': 32}, 'bin_num': [32]}
[2022-10-08 12:33:42] [INFO]: [{'loss_term_weights': 1.0, 'margin': 0.2, 'type': 'TripletLoss', 'log_prefix': 'triplet'}, {'loss_term_weights': 1.0, 'scale': 1, 'type': 'CrossEntropyLoss', 'log_accuracy': True, 'label_smooth': False, 'log_prefix': 'softmax'}]
[2022-10-08 12:33:42] [INFO]: {'dataset_name': 'OccCASIA-BN', 'dataset_root': '/home/pengyunjie/data/casia-bn2/occlusion64pkl', 'num_workers': 1, 'dataset_partition': './misc/partitions/OccCASIA-BN.json', 'remove_no_gallery': False, 'cache': False, 'test_dataset_name': 'OccCASIA-BN'}
[2022-10-08 12:33:42] [INFO]: -------- Train Pid List --------
[2022-10-08 12:33:42] [INFO]: [001, 002, ..., 074]
[2022-10-08 12:33:47] [INFO]: {'lr': 0.1, 'momentum': 0.9, 'solver': 'SGD', 'weight_decay': 0.0005}
[2022-10-08 12:33:47] [INFO]: {'gamma': 0.1, 'milestones': [10000, 20000, 30000], 'scheduler': 'MultiStepLR'}
[2022-10-08 12:33:47] [INFO]: Parameters Count: 2.52912M
[2022-10-08 12:33:47] [INFO]: Model Initialization Finished!
[2022-10-08 12:35:12] [INFO]: Iteration 00100, Cost 92.41s, triplet_loss=0.1995, triplet_hard_loss=0.8522, triplet_loss_num=198283.7969, triplet_mean_dist=0.2333, softmax_loss=4.2140, softmax_accuracy=0.0475
[2022-10-08 12:36:36] [INFO]: Iteration 00200, Cost 84.09s, triplet_loss=0.1986, triplet_hard_loss=1.0121, triplet_loss_num=170024.4375, triplet_mean_dist=0.3623, softmax_loss=4.0454, softmax_accuracy=0.0937
[2022-10-08 12:38:00] [INFO]: Iteration 00300, Cost 84.19s, triplet_loss=0.1996, triplet_hard_loss=1.0043, triplet_loss_num=148943.3750, triplet_mean_dist=0.4520, softmax_loss=3.9511, softmax_accuracy=0.1209
[2022-10-08 12:39:24] [INFO]: Iteration 00400, Cost 84.15s, triplet_loss=0.2012, triplet_hard_loss=1.0323, triplet_loss_num=137906.0312, triplet_mean_dist=0.5089, softmax_loss=3.9021, softmax_accuracy=0.1536
[2022-10-08 12:40:48] [INFO]: Iteration 00500, Cost 84.23s, triplet_loss=0.2010, triplet_hard_loss=1.0337, triplet_loss_num=125567.8672, triplet_mean_dist=0.5554, softmax_loss=3.8622, softmax_accuracy=0.1664
[2022-10-08 12:42:12] [INFO]: Iteration 00600, Cost 84.25s, triplet_loss=0.2005, triplet_hard_loss=1.0406, triplet_loss_num=117269.4766, triplet_mean_dist=0.5911, softmax_loss=3.8368, softmax_accuracy=0.1764
[2022-10-08 12:43:37] [INFO]: Iteration 00700, Cost 84.31s, triplet_loss=0.2003, triplet_hard_loss=1.0542, triplet_loss_num=110998.2812, triplet_mean_dist=0.6245, softmax_loss=3.8235, softmax_accuracy=0.1967
[2022-10-08 12:45:01] [INFO]: Iteration 00800, Cost 84.32s, triplet_loss=0.2001, triplet_hard_loss=1.0491, triplet_loss_num=106084.2734, triplet_mean_dist=0.6453, softmax_loss=3.8082, softmax_accuracy=0.1996
[2022-10-08 12:46:25] [INFO]: Iteration 00900, Cost 84.25s, triplet_loss=0.2002, triplet_hard_loss=1.0535, triplet_loss_num=102495.5469, triplet_mean_dist=0.6650, softmax_loss=3.8017, softmax_accuracy=0.2053
[2022-10-08 12:47:50] [INFO]: Iteration 01000, Cost 84.33s, triplet_loss=0.2002, triplet_hard_loss=1.0722, triplet_loss_num=97792.5078, triplet_mean_dist=0.6902, softmax_loss=3.7839, softmax_accuracy=0.2197
[2022-10-08 12:49:14] [INFO]: Iteration 01100, Cost 84.19s, triplet_loss=0.1996, triplet_hard_loss=1.0647, triplet_loss_num=95816.5781, triplet_mean_dist=0.7027, softmax_loss=3.7795, softmax_accuracy=0.2246
[2022-10-08 12:50:38] [INFO]: Iteration 01200, Cost 84.30s, triplet_loss=0.1995, triplet_hard_loss=1.0700, triplet_loss_num=90741.5234, triplet_mean_dist=0.7255, softmax_loss=3.7653, softmax_accuracy=0.2295
[2022-10-08 12:52:02] [INFO]: Iteration 01300, Cost 84.27s, triplet_loss=0.1999, triplet_hard_loss=1.0812, triplet_loss_num=86969.5781, triplet_mean_dist=0.7483, softmax_loss=3.7598, softmax_accuracy=0.2392
[2022-10-08 12:53:27] [INFO]: Iteration 01400, Cost 84.33s, triplet_loss=0.1999, triplet_hard_loss=1.0874, triplet_loss_num=87332.7734, triplet_mean_dist=0.7477, softmax_loss=3.7590, softmax_accuracy=0.2366
[2022-10-08 12:54:51] [INFO]: Iteration 01500, Cost 84.34s, triplet_loss=0.1996, triplet_hard_loss=1.0894, triplet_loss_num=82890.8828, triplet_mean_dist=0.7760, softmax_loss=3.7552, softmax_accuracy=0.2467
[2022-10-08 12:56:16] [INFO]: Iteration 01600, Cost 84.39s, triplet_loss=0.1988, triplet_hard_loss=1.0847, triplet_loss_num=80389.1094, triplet_mean_dist=0.7914, softmax_loss=3.7410, softmax_accuracy=0.2565
[2022-10-08 12:57:40] [INFO]: Iteration 01700, Cost 84.26s, triplet_loss=0.1995, triplet_hard_loss=1.0948, triplet_loss_num=78865.6562, triplet_mean_dist=0.8070, softmax_loss=3.7381, softmax_accuracy=0.2577
[2022-10-08 12:59:04] [INFO]: Iteration 01800, Cost 84.30s, triplet_loss=0.1983, triplet_hard_loss=1.0909, triplet_loss_num=78470.9297, triplet_mean_dist=0.8057, softmax_loss=3.7352, softmax_accuracy=0.2703
[2022-10-08 13:00:28] [INFO]: Iteration 01900, Cost 84.29s, triplet_loss=0.1986, triplet_hard_loss=1.0900, triplet_loss_num=76853.7812, triplet_mean_dist=0.8211, softmax_loss=3.7414, softmax_accuracy=0.2644
[2022-10-08 13:01:54] [INFO]: Iteration 02000, Cost 85.11s, triplet_loss=0.1988, triplet_hard_loss=1.1023, triplet_loss_num=70487.5469, triplet_mean_dist=0.8595, softmax_loss=3.7196, softmax_accuracy=0.2815
[2022-10-08 13:03:18] [INFO]: Iteration 02100, Cost 84.33s, triplet_loss=0.1988, triplet_hard_loss=1.1065, triplet_loss_num=72730.0781, triplet_mean_dist=0.8527, softmax_loss=3.7207, softmax_accuracy=0.2837
[2022-10-08 13:04:42] [INFO]: Iteration 02200, Cost 84.39s, triplet_loss=0.1995, triplet_hard_loss=1.1082, triplet_loss_num=68757.1562, triplet_mean_dist=0.8794, softmax_loss=3.7132, softmax_accuracy=0.2865
[2022-10-08 13:06:07] [INFO]: Iteration 02300, Cost 84.33s, triplet_loss=0.1983, triplet_hard_loss=1.1020, triplet_loss_num=69448.0625, triplet_mean_dist=0.8748, softmax_loss=3.7174, softmax_accuracy=0.2834
[2022-10-08 13:07:31] [INFO]: Iteration 02400, Cost 84.27s, triplet_loss=0.1974, triplet_hard_loss=1.1001, triplet_loss_num=67658.9609, triplet_mean_dist=0.8877, softmax_loss=3.7117, softmax_accuracy=0.2936
[2022-10-08 13:08:55] [INFO]: Iteration 02500, Cost 84.32s, triplet_loss=0.1982, triplet_hard_loss=1.1031, triplet_loss_num=66097.1406, triplet_mean_dist=0.9036, softmax_loss=3.7088, softmax_accuracy=0.2929
[2022-10-08 13:10:20] [INFO]: Iteration 02600, Cost 84.35s, triplet_loss=0.1988, triplet_hard_loss=1.1164, triplet_loss_num=65553.5391, triplet_mean_dist=0.9142, softmax_loss=3.7146, softmax_accuracy=0.2911
[2022-10-08 13:11:44] [INFO]: Iteration 02700, Cost 84.39s, triplet_loss=0.1979, triplet_hard_loss=1.1040, triplet_loss_num=65397.2500, triplet_mean_dist=0.9219, softmax_loss=3.7125, softmax_accuracy=0.2991
[2022-10-08 13:13:08] [INFO]: Iteration 02800, Cost 84.31s, triplet_loss=0.1979, triplet_hard_loss=1.1075, triplet_loss_num=64246.3164, triplet_mean_dist=0.9327, softmax_loss=3.7073, softmax_accuracy=0.3042
