[2022-10-25 11:04:58] [INFO]: {'enable_float16': False, 'with_test': False, 'fix_BN': False, 'log_iter': 100, 'restore_ckpt_strict': True, 'optimizer_reset': False, 'scheduler_reset': False, 'restore_hint': 0, 'save_iter': 2000, 'save_name': 'stbackbone', 'sync_BN': False, 'total_iter': 40000, 'sampler': {'batch_shuffle': False, 'batch_size': [8, 16], 'frames_num_fixed': 30, 'frames_num_max': 50, 'frames_num_min': 25, 'sample_type': 'unfixed_ordered', 'type': 'TripletSampler', 'frames_skip_num': 0}, 'transform': [{'img_w': 64, 'type': 'BaseSilCuttingTransform'}]}
[2022-10-25 11:04:58] [INFO]: {'model': 'SpatialTemporalBackbone', 'time_dim': 5, 'in_channels': [1, 32, 64, 128], 'SeparateFCs': {'in_channels': 128, 'out_channels': 256, 'parts_num': 32}, 'SeparateBNNecks': {'class_num': 74, 'in_channels': 256, 'parts_num': 32}, 'bin_num': [32]}
[2022-10-25 11:04:58] [INFO]: [{'loss_term_weights': 1.0, 'margin': 0.2, 'type': 'TripletLoss', 'log_prefix': 'triplet'}, {'loss_term_weights': 0.1, 'scale': 16, 'type': 'CrossEntropyLoss', 'log_prefix': 'softmax', 'log_accuracy': True}]
[2022-10-25 11:04:58] [INFO]: {'dataset_name': 'OccCASIA-BN', 'dataset_root': '/home/pengyunjie/data/casia-bn2/occlusion64pkl', 'num_workers': 1, 'dataset_partition': './misc/partitions/OccCASIA-BN.json', 'remove_no_gallery': False, 'cache': False, 'test_dataset_name': 'OccCASIA-BN'}
[2022-10-25 11:04:58] [INFO]: -------- Train Pid List --------
[2022-10-25 11:04:58] [INFO]: [001, 002, ..., 074]
[2022-10-25 11:05:03] [INFO]: {'lr': 0.1, 'momentum': 0.9, 'solver': 'SGD', 'weight_decay': 0.0005}
[2022-10-25 11:05:03] [INFO]: {'gamma': 0.1, 'milestones': [10000, 20000, 30000], 'scheduler': 'MultiStepLR'}
[2022-10-25 11:05:04] [INFO]: Parameters Count: 2.06467M
[2022-10-25 11:05:04] [INFO]: Model Initialization Finished!
[2022-10-25 11:05:34] [INFO]: Iteration 00100, Cost 45.29s, triplet_loss=0.1985, triplet_hard_loss=0.8215, triplet_loss_num=203203.5938, triplet_mean_dist=0.2192, softmax_loss=4.2503, softmax_accuracy=0.0552
[2022-10-25 11:06:03] [INFO]: Iteration 00200, Cost 29.15s, triplet_loss=0.1978, triplet_hard_loss=0.9320, triplet_loss_num=174168.2812, triplet_mean_dist=0.3999, softmax_loss=3.9007, softmax_accuracy=0.1080
[2022-10-25 11:06:32] [INFO]: Iteration 00300, Cost 28.91s, triplet_loss=0.1971, triplet_hard_loss=0.9796, triplet_loss_num=151822.5938, triplet_mean_dist=0.5511, softmax_loss=3.6229, softmax_accuracy=0.1699
[2022-10-25 11:07:01] [INFO]: Iteration 00400, Cost 29.27s, triplet_loss=0.1982, triplet_hard_loss=1.0208, triplet_loss_num=133072.5156, triplet_mean_dist=0.6874, softmax_loss=3.3565, softmax_accuracy=0.2300
[2022-10-25 11:07:30] [INFO]: Iteration 00500, Cost 29.01s, triplet_loss=0.1978, triplet_hard_loss=1.0422, triplet_loss_num=119264.2109, triplet_mean_dist=0.7899, softmax_loss=3.1841, softmax_accuracy=0.2761
[2022-10-25 11:07:59] [INFO]: Iteration 00600, Cost 29.13s, triplet_loss=0.1978, triplet_hard_loss=1.0522, triplet_loss_num=113871.4062, triplet_mean_dist=0.8467, softmax_loss=3.0294, softmax_accuracy=0.3243
[2022-10-25 11:08:29] [INFO]: Iteration 00700, Cost 29.12s, triplet_loss=0.1981, triplet_hard_loss=1.0716, triplet_loss_num=106870.4766, triplet_mean_dist=0.9083, softmax_loss=2.9225, softmax_accuracy=0.3561
[2022-10-25 11:08:58] [INFO]: Iteration 00800, Cost 29.16s, triplet_loss=0.1978, triplet_hard_loss=1.0824, triplet_loss_num=101071.8281, triplet_mean_dist=0.9468, softmax_loss=2.7869, softmax_accuracy=0.3983
[2022-10-25 11:09:27] [INFO]: Iteration 00900, Cost 29.04s, triplet_loss=0.1975, triplet_hard_loss=1.0798, triplet_loss_num=97153.4375, triplet_mean_dist=0.9896, softmax_loss=2.7434, softmax_accuracy=0.4062
[2022-10-25 11:09:56] [INFO]: Iteration 01000, Cost 29.00s, triplet_loss=0.1975, triplet_hard_loss=1.0842, triplet_loss_num=93963.5938, triplet_mean_dist=1.0176, softmax_loss=2.6581, softmax_accuracy=0.4281
[2022-10-25 11:10:25] [INFO]: Iteration 01100, Cost 29.16s, triplet_loss=0.1976, triplet_hard_loss=1.0964, triplet_loss_num=90875.5781, triplet_mean_dist=1.0484, softmax_loss=2.6418, softmax_accuracy=0.4381
